Model,Step,Method,Bin_ID,Feature_Value
124M,14000,Random,15,1.0685158967971802
124M,14000,Random,16,1.1051684617996216
124M,14000,Random,17,1.0935238599777222
124M,14000,Random,18,1.1215420961380005
124M,14000,Random,19,1.0865106582641602
124M,14000,Random,20,1.1093931198120117
124M,14000,Random,21,1.1174800395965576
124M,14000,Random,22,1.0820764303207397
124M,14000,Random,23,1.11490797996521
124M,14000,Random,24,1.1276800632476807
124M,14000,Random,25,1.0949985980987549
124M,14000,Random,26,1.096933126449585
124M,14000,Random,27,1.1060012578964233
124M,14000,Random,28,1.1053745746612549
124M,14000,Random,29,1.102853536605835
124M,14000,Random,30,1.0959148406982422
124M,14000,Random,31,1.1080385446548462
124M,14000,Random,32,1.1096704006195068
124M,14000,Random,33,1.0990608930587769
124M,14000,Random,34,1.1096677780151367
124M,14000,Random,35,1.1039702892303467
124M,14000,Random,36,1.089606761932373
124M,14000,Random,37,1.1060789823532104
124M,14000,Random,38,1.0811089277267456
124M,14000,Random,39,1.107064127922058
124M,14000,Random,40,1.1041656732559204
124M,14000,Random,41,1.0939958095550537
124M,14000,Random,42,1.1126497983932495
124M,14000,Random,43,1.1035209894180298
124M,14000,Random,44,1.1086686849594116
124M,14000,Stat,Mean,1.0360409021377563
124M,14000,Stat,Std,0.40513598918914795
124M,14000,Stat,Max,2.4428863525390625
124M,14500,Frequency,0,1.9506183862686157
124M,14500,Frequency,1,1.8646003007888794
124M,14500,Frequency,2,1.7938085794448853
124M,14500,Frequency,3,1.7323330640792847
124M,14500,Frequency,4,1.6727370023727417
124M,14500,Frequency,5,1.623337984085083
124M,14500,Frequency,6,1.5727003812789917
124M,14500,Frequency,7,1.521968126296997
124M,14500,Frequency,8,1.4778337478637695
124M,14500,Frequency,9,1.4329543113708496
124M,14500,Frequency,10,1.397143840789795
124M,14500,Frequency,11,1.36617910861969
124M,14500,Frequency,12,1.3191865682601929
124M,14500,Frequency,13,1.2865718603134155
124M,14500,Frequency,14,1.2464683055877686
124M,14500,Frequency,15,1.233618140220642
124M,14500,Frequency,16,1.2016241550445557
124M,14500,Frequency,17,1.1729811429977417
124M,14500,Frequency,18,1.1367557048797607
124M,14500,Frequency,19,1.1285834312438965
124M,14500,Frequency,20,1.1006802320480347
124M,14500,Frequency,21,1.0675044059753418
124M,14500,Frequency,22,1.065008521080017
124M,14500,Frequency,23,1.0325634479522705
124M,14500,Frequency,24,1.0080186128616333
124M,14500,Frequency,25,0.990070104598999
124M,14500,Frequency,26,0.9722500443458557
124M,14500,Frequency,27,0.9509600400924683
124M,14500,Frequency,28,0.9317480325698853
124M,14500,Frequency,29,0.9102017879486084
124M,14500,Frequency,30,0.8941376805305481
124M,14500,Frequency,31,0.8629873991012573
124M,14500,Frequency,32,0.8478564620018005
124M,14500,Frequency,33,0.814772367477417
124M,14500,Frequency,34,0.7892430424690247
124M,14500,Frequency,35,0.7639235258102417
124M,14500,Frequency,36,0.7367508411407471
124M,14500,Frequency,37,0.7020710706710815
124M,14500,Frequency,38,0.6744517087936401
124M,14500,Frequency,39,0.6392781734466553
124M,14500,Frequency,40,0.6130824089050293
124M,14500,Frequency,41,0.5905716419219971
124M,14500,Frequency,42,0.5762413144111633
124M,14500,Frequency,43,0.5649615526199341
124M,14500,Frequency,44,0.5634126663208008
124M,14500,Random,0,1.1132729053497314
124M,14500,Random,1,1.1240335702896118
124M,14500,Random,2,1.1361801624298096
124M,14500,Random,3,1.1263948678970337
124M,14500,Random,4,1.1171441078186035
124M,14500,Random,5,1.1182218790054321
124M,14500,Random,6,1.0976455211639404
124M,14500,Random,7,1.1014933586120605
124M,14500,Random,8,1.1147987842559814
124M,14500,Random,9,1.095808982849121
124M,14500,Random,10,1.1000326871871948
124M,14500,Random,11,1.113779902458191
124M,14500,Random,12,1.1120307445526123
124M,14500,Random,13,1.1180609464645386
124M,14500,Random,14,1.129330039024353
124M,14500,Random,15,1.0819149017333984
124M,14500,Random,16,1.119858980178833
124M,14500,Random,17,1.1067919731140137
124M,14500,Random,18,1.1359690427780151
124M,14500,Random,19,1.1003365516662598
124M,14500,Random,20,1.1234241724014282
124M,14500,Random,21,1.132602572441101
124M,14500,Random,22,1.0960266590118408
124M,14500,Random,23,1.1298881769180298
124M,14500,Random,24,1.1426763534545898
124M,14500,Random,25,1.108862042427063
124M,14500,Random,26,1.1114898920059204
124M,14500,Random,27,1.1202579736709595
124M,14500,Random,28,1.1202327013015747
124M,14500,Random,29,1.1179027557373047
124M,14500,Random,30,1.1105397939682007
124M,14500,Random,31,1.1221035718917847
124M,14500,Random,32,1.1237856149673462
124M,14500,Random,33,1.113806128501892
124M,14500,Random,34,1.1241942644119263
124M,14500,Random,35,1.1189384460449219
124M,14500,Random,36,1.1035124063491821
124M,14500,Random,37,1.1200060844421387
124M,14500,Random,38,1.094529390335083
124M,14500,Random,39,1.1217329502105713
124M,14500,Random,40,1.118568778038025
124M,14500,Random,41,1.108898401260376
124M,14500,Random,42,1.1273891925811768
124M,14500,Random,43,1.1175354719161987
124M,14500,Random,44,1.1229920387268066
124M,14500,Stat,Mean,1.048614501953125
124M,14500,Stat,Std,0.41434866189956665
124M,14500,Stat,Max,2.4704244136810303
124M,15000,Frequency,0,1.9793915748596191
124M,15000,Frequency,1,1.8937063217163086
124M,15000,Frequency,2,1.8211324214935303
124M,15000,Frequency,3,1.7595163583755493
124M,15000,Frequency,4,1.6994658708572388
124M,15000,Frequency,5,1.6480411291122437
124M,15000,Frequency,6,1.5967841148376465
124M,15000,Frequency,7,1.5454157590866089
124M,15000,Frequency,8,1.500710129737854
124M,15000,Frequency,9,1.4544339179992676
124M,15000,Frequency,10,1.4188737869262695
124M,15000,Frequency,11,1.3858643770217896
124M,15000,Frequency,12,1.337968349456787
124M,15000,Frequency,13,1.305154800415039
124M,15000,Frequency,14,1.2638221979141235
124M,15000,Frequency,15,1.251312017440796
124M,15000,Frequency,16,1.2188150882720947
124M,15000,Frequency,17,1.1892036199569702
124M,15000,Frequency,18,1.1517540216445923
124M,15000,Frequency,19,1.1434742212295532
124M,15000,Frequency,20,1.1151597499847412
124M,15000,Frequency,21,1.0814597606658936
124M,15000,Frequency,22,1.0785492658615112
124M,15000,Frequency,23,1.045305609703064
124M,15000,Frequency,24,1.019940733909607
124M,15000,Frequency,25,1.0020182132720947
124M,15000,Frequency,26,0.9829838871955872
124M,15000,Frequency,27,0.9619507789611816
124M,15000,Frequency,28,0.9428724646568298
124M,15000,Frequency,29,0.9202484488487244
124M,15000,Frequency,30,0.9038572907447815
124M,15000,Frequency,31,0.8718714118003845
124M,15000,Frequency,32,0.8565225601196289
124M,15000,Frequency,33,0.8227724432945251
124M,15000,Frequency,34,0.7968896627426147
124M,15000,Frequency,35,0.7699896097183228
124M,15000,Frequency,36,0.742492139339447
124M,15000,Frequency,37,0.7070296406745911
124M,15000,Frequency,38,0.6784453988075256
124M,15000,Frequency,39,0.6426243782043457
124M,15000,Frequency,40,0.6153322458267212
124M,15000,Frequency,41,0.5921457409858704
124M,15000,Frequency,42,0.5770719051361084
124M,15000,Frequency,43,0.5653720498085022
124M,15000,Frequency,44,0.5637902021408081
124M,15000,Random,0,1.1278131008148193
124M,15000,Random,1,1.1387202739715576
124M,15000,Random,2,1.1510093212127686
124M,15000,Random,3,1.140622615814209
124M,15000,Random,4,1.1304887533187866
124M,15000,Random,5,1.1316497325897217
124M,15000,Random,6,1.1114469766616821
124M,15000,Random,7,1.115231990814209
124M,15000,Random,8,1.1291497945785522
124M,15000,Random,9,1.110135555267334
124M,15000,Random,10,1.113463282585144
124M,15000,Random,11,1.128599762916565
124M,15000,Random,12,1.1261093616485596
124M,15000,Random,13,1.1311038732528687
124M,15000,Random,14,1.143682599067688
124M,15000,Random,15,1.095732569694519
124M,15000,Random,16,1.1345590353012085
124M,15000,Random,17,1.120387315750122
124M,15000,Random,18,1.150032877922058
124M,15000,Random,19,1.114794135093689
124M,15000,Random,20,1.1381897926330566
124M,15000,Random,21,1.1467540264129639
124M,15000,Random,22,1.109670639038086
124M,15000,Random,23,1.1438300609588623
124M,15000,Random,24,1.1576036214828491
124M,15000,Random,25,1.1234296560287476
124M,15000,Random,26,1.1262540817260742
124M,15000,Random,27,1.1347421407699585
124M,15000,Random,28,1.135014295578003
124M,15000,Random,29,1.131815791130066
124M,15000,Random,30,1.1243202686309814
124M,15000,Random,31,1.136897087097168
124M,15000,Random,32,1.138009786605835
124M,15000,Random,33,1.1281810998916626
124M,15000,Random,34,1.138427972793579
124M,15000,Random,35,1.1330479383468628
124M,15000,Random,36,1.117506980895996
124M,15000,Random,37,1.1344507932662964
124M,15000,Random,38,1.1082231998443604
124M,15000,Random,39,1.1352241039276123
124M,15000,Random,40,1.1324102878570557
124M,15000,Random,41,1.1225495338439941
124M,15000,Random,42,1.1416349411010742
124M,15000,Random,43,1.1320158243179321
124M,15000,Random,44,1.137323260307312
124M,15000,Stat,Mean,1.0610804557800293
124M,15000,Stat,Std,0.42333418130874634
124M,15000,Stat,Max,2.513549327850342
124M,15500,Frequency,0,2.006072521209717
124M,15500,Frequency,1,1.9230953454971313
124M,15500,Frequency,2,1.8485782146453857
124M,15500,Frequency,3,1.7865437269210815
124M,15500,Frequency,4,1.725701093673706
124M,15500,Frequency,5,1.6728523969650269
124M,15500,Frequency,6,1.6206200122833252
124M,15500,Frequency,7,1.5691062211990356
124M,15500,Frequency,8,1.522468090057373
124M,15500,Frequency,9,1.474841594696045
124M,15500,Frequency,10,1.4393457174301147
124M,15500,Frequency,11,1.4054956436157227
124M,15500,Frequency,12,1.3570326566696167
124M,15500,Frequency,13,1.3234636783599854
124M,15500,Frequency,14,1.2818925380706787
124M,15500,Frequency,15,1.2680668830871582
124M,15500,Frequency,16,1.2361440658569336
124M,15500,Frequency,17,1.2053356170654297
124M,15500,Frequency,18,1.1665809154510498
124M,15500,Frequency,19,1.1586121320724487
124M,15500,Frequency,20,1.1293354034423828
124M,15500,Frequency,21,1.0946930646896362
124M,15500,Frequency,22,1.091745376586914
124M,15500,Frequency,23,1.058935523033142
124M,15500,Frequency,24,1.0322445631027222
124M,15500,Frequency,25,1.0137602090835571
124M,15500,Frequency,26,0.994845449924469
124M,15500,Frequency,27,0.97333163022995
124M,15500,Frequency,28,0.9540320634841919
124M,15500,Frequency,29,0.9298783540725708
124M,15500,Frequency,30,0.913163423538208
124M,15500,Frequency,31,0.8801568746566772
124M,15500,Frequency,32,0.8654571771621704
124M,15500,Frequency,33,0.8302173018455505
124M,15500,Frequency,34,0.8038512468338013
124M,15500,Frequency,35,0.7760909199714661
124M,15500,Frequency,36,0.7480751276016235
124M,15500,Frequency,37,0.7118566632270813
124M,15500,Frequency,38,0.6826249361038208
124M,15500,Frequency,39,0.6456922888755798
124M,15500,Frequency,40,0.6175249218940735
124M,15500,Frequency,41,0.5935036540031433
124M,15500,Frequency,42,0.5777509808540344
124M,15500,Frequency,43,0.5658814907073975
124M,15500,Frequency,44,0.5643196702003479
124M,15500,Random,0,1.1417709589004517
124M,15500,Random,1,1.1528998613357544
124M,15500,Random,2,1.1662691831588745
124M,15500,Random,3,1.1552456617355347
124M,15500,Random,4,1.1449295282363892
124M,15500,Random,5,1.1459704637527466
124M,15500,Random,6,1.1247612237930298
124M,15500,Random,7,1.1297591924667358
124M,15500,Random,8,1.14338219165802
124M,15500,Random,9,1.1232751607894897
124M,15500,Random,10,1.1270791292190552
124M,15500,Random,11,1.142000675201416
124M,15500,Random,12,1.1392275094985962
124M,15500,Random,13,1.1450022459030151
124M,15500,Random,14,1.1583771705627441
124M,15500,Random,15,1.1082289218902588
124M,15500,Random,16,1.1485309600830078
124M,15500,Random,17,1.1340851783752441
124M,15500,Random,18,1.164859652519226
124M,15500,Random,19,1.1287521123886108
124M,15500,Random,20,1.1517311334609985
124M,15500,Random,21,1.1609487533569336
124M,15500,Random,22,1.1239590644836426
124M,15500,Random,23,1.1580075025558472
124M,15500,Random,24,1.1720924377441406
124M,15500,Random,25,1.1376394033432007
124M,15500,Random,26,1.1398431062698364
124M,15500,Random,27,1.1490612030029297
124M,15500,Random,28,1.148221492767334
124M,15500,Random,29,1.1458998918533325
124M,15500,Random,30,1.1377290487289429
124M,15500,Random,31,1.1519628763198853
124M,15500,Random,32,1.1514101028442383
124M,15500,Random,33,1.1420665979385376
124M,15500,Random,34,1.1525683403015137
124M,15500,Random,35,1.1470004320144653
124M,15500,Random,36,1.130924940109253
124M,15500,Random,37,1.1488590240478516
124M,15500,Random,38,1.1223279237747192
124M,15500,Random,39,1.1494396924972534
124M,15500,Random,40,1.1465193033218384
124M,15500,Random,41,1.1367430686950684
124M,15500,Random,42,1.1556460857391357
124M,15500,Random,43,1.1454659700393677
124M,15500,Random,44,1.1507600545883179
124M,15500,Stat,Mean,1.073394775390625
124M,15500,Stat,Std,0.4322918951511383
124M,15500,Stat,Max,2.56498646736145
124M,16000,Frequency,0,2.0329670906066895
124M,16000,Frequency,1,1.9512929916381836
124M,16000,Frequency,2,1.8759411573410034
124M,16000,Frequency,3,1.8135064840316772
124M,16000,Frequency,4,1.7512363195419312
124M,16000,Frequency,5,1.6966480016708374
124M,16000,Frequency,6,1.6442118883132935
124M,16000,Frequency,7,1.5922311544418335
124M,16000,Frequency,8,1.5443652868270874
124M,16000,Frequency,9,1.4958019256591797
124M,16000,Frequency,10,1.4594523906707764
124M,16000,Frequency,11,1.425360918045044
124M,16000,Frequency,12,1.3756157159805298
124M,16000,Frequency,13,1.3416141271591187
124M,16000,Frequency,14,1.2987563610076904
124M,16000,Frequency,15,1.2842801809310913
124M,16000,Frequency,16,1.2523661851882935
124M,16000,Frequency,17,1.2214059829711914
124M,16000,Frequency,18,1.1807283163070679
124M,16000,Frequency,19,1.1734660863876343
124M,16000,Frequency,20,1.1427488327026367
124M,16000,Frequency,21,1.1077321767807007
124M,16000,Frequency,22,1.104078769683838
124M,16000,Frequency,23,1.0707448720932007
124M,16000,Frequency,24,1.044211983680725
124M,16000,Frequency,25,1.0261956453323364
124M,16000,Frequency,26,1.0062692165374756
124M,16000,Frequency,27,0.9844374060630798
124M,16000,Frequency,28,0.9643495678901672
124M,16000,Frequency,29,0.9394018650054932
124M,16000,Frequency,30,0.922371506690979
124M,16000,Frequency,31,0.8889195919036865
124M,16000,Frequency,32,0.8739231824874878
124M,16000,Frequency,33,0.8380247950553894
124M,16000,Frequency,34,0.810820460319519
124M,16000,Frequency,35,0.7823697924613953
124M,16000,Frequency,36,0.7538362145423889
124M,16000,Frequency,37,0.7165889739990234
124M,16000,Frequency,38,0.686682939529419
124M,16000,Frequency,39,0.6484014391899109
124M,16000,Frequency,40,0.6195812821388245
124M,16000,Frequency,41,0.5949483513832092
124M,16000,Frequency,42,0.5786676406860352
124M,16000,Frequency,43,0.5663739442825317
124M,16000,Frequency,44,0.5646182298660278
124M,16000,Random,0,1.1553889513015747
124M,16000,Random,1,1.1672288179397583
124M,16000,Random,2,1.1806477308273315
124M,16000,Random,3,1.1687825918197632
124M,16000,Random,4,1.1588512659072876
124M,16000,Random,5,1.1593364477157593
124M,16000,Random,6,1.13865065574646
124M,16000,Random,7,1.1432644128799438
124M,16000,Random,8,1.1565370559692383
124M,16000,Random,9,1.1363911628723145
124M,16000,Random,10,1.1400798559188843
124M,16000,Random,11,1.1554765701293945
124M,16000,Random,12,1.1533799171447754
124M,16000,Random,13,1.1584820747375488
124M,16000,Random,14,1.1727629899978638
124M,16000,Random,15,1.1212705373764038
124M,16000,Random,16,1.1628940105438232
124M,16000,Random,17,1.1468356847763062
124M,16000,Random,18,1.1786555051803589
124M,16000,Random,19,1.1420015096664429
124M,16000,Random,20,1.165174126625061
124M,16000,Random,21,1.1743539571762085
124M,16000,Random,22,1.1368542909622192
124M,16000,Random,23,1.1729319095611572
124M,16000,Random,24,1.186759114265442
124M,16000,Random,25,1.15174400806427
124M,16000,Random,26,1.1540956497192383
124M,16000,Random,27,1.1631741523742676
124M,16000,Random,28,1.162494421005249
124M,16000,Random,29,1.1599297523498535
124M,16000,Random,30,1.151796817779541
124M,16000,Random,31,1.1663806438446045
124M,16000,Random,32,1.1661909818649292
124M,16000,Random,33,1.1558787822723389
124M,16000,Random,34,1.1655017137527466
124M,16000,Random,35,1.1604007482528687
124M,16000,Random,36,1.144071102142334
124M,16000,Random,37,1.162335991859436
124M,16000,Random,38,1.135312557220459
124M,16000,Random,39,1.1630141735076904
124M,16000,Random,40,1.1605181694030762
124M,16000,Random,41,1.1502948999404907
124M,16000,Random,42,1.1690949201583862
124M,16000,Random,43,1.1587450504302979
124M,16000,Random,44,1.1628620624542236
124M,16000,Stat,Mean,1.0854629278182983
124M,16000,Stat,Std,0.44110509753227234
124M,16000,Stat,Max,2.6042895317077637
124M,16500,Frequency,0,2.0594370365142822
124M,16500,Frequency,1,1.9784122705459595
124M,16500,Frequency,2,1.9029103517532349
124M,16500,Frequency,3,1.839832067489624
124M,16500,Frequency,4,1.775465965270996
124M,16500,Frequency,5,1.7209892272949219
124M,16500,Frequency,6,1.6671950817108154
124M,16500,Frequency,7,1.6155517101287842
124M,16500,Frequency,8,1.5658495426177979
124M,16500,Frequency,9,1.5168224573135376
124M,16500,Frequency,10,1.478940486907959
124M,16500,Frequency,11,1.444595456123352
124M,16500,Frequency,12,1.3942224979400635
124M,16500,Frequency,13,1.359241247177124
124M,16500,Frequency,14,1.3148695230484009
124M,16500,Frequency,15,1.3001115322113037
124M,16500,Frequency,16,1.2688219547271729
124M,16500,Frequency,17,1.2367196083068848
124M,16500,Frequency,18,1.1953219175338745
124M,16500,Frequency,19,1.1876397132873535
124M,16500,Frequency,20,1.1556360721588135
124M,16500,Frequency,21,1.1204785108566284
124M,16500,Frequency,22,1.117086410522461
124M,16500,Frequency,23,1.0822632312774658
124M,16500,Frequency,24,1.055857539176941
124M,16500,Frequency,25,1.0378965139389038
124M,16500,Frequency,26,1.0179201364517212
124M,16500,Frequency,27,0.995010256767273
124M,16500,Frequency,28,0.9745561480522156
124M,16500,Frequency,29,0.948817789554596
124M,16500,Frequency,30,0.9308695793151855
124M,16500,Frequency,31,0.8973089456558228
124M,16500,Frequency,32,0.8827716112136841
124M,16500,Frequency,33,0.845615029335022
124M,16500,Frequency,34,0.8178079724311829
124M,16500,Frequency,35,0.7887147068977356
124M,16500,Frequency,36,0.7595188021659851
124M,16500,Frequency,37,0.7216482162475586
124M,16500,Frequency,38,0.6900213956832886
124M,16500,Frequency,39,0.6515746116638184
124M,16500,Frequency,40,0.6215677857398987
124M,16500,Frequency,41,0.5961744785308838
124M,16500,Frequency,42,0.5793846249580383
124M,16500,Frequency,43,0.5666894912719727
124M,16500,Frequency,44,0.5647443532943726
124M,16500,Random,0,1.1682683229446411
124M,16500,Random,1,1.180692195892334
124M,16500,Random,2,1.1944071054458618
124M,16500,Random,3,1.1821647882461548
124M,16500,Random,4,1.1722753047943115
124M,16500,Random,5,1.1729708909988403
124M,16500,Random,6,1.1522067785263062
124M,16500,Random,7,1.155683159828186
124M,16500,Random,8,1.1695802211761475
124M,16500,Random,9,1.149749755859375
124M,16500,Random,10,1.1534048318862915
124M,16500,Random,11,1.1693835258483887
124M,16500,Random,12,1.1665892601013184
124M,16500,Random,13,1.1723829507827759
124M,16500,Random,14,1.1864370107650757
124M,16500,Random,15,1.1338835954666138
124M,16500,Random,16,1.1767977476119995
124M,16500,Random,17,1.1607863903045654
124M,16500,Random,18,1.1922545433044434
124M,16500,Random,19,1.1555362939834595
124M,16500,Random,20,1.1789528131484985
124M,16500,Random,21,1.187788486480713
124M,16500,Random,22,1.1497870683670044
124M,16500,Random,23,1.1860018968582153
124M,16500,Random,24,1.2000842094421387
124M,16500,Random,25,1.1654751300811768
124M,16500,Random,26,1.1681480407714844
124M,16500,Random,27,1.1769441366195679
124M,16500,Random,28,1.175489068031311
124M,16500,Random,29,1.1734659671783447
124M,16500,Random,30,1.1657353639602661
124M,16500,Random,31,1.1800528764724731
124M,16500,Random,32,1.179499864578247
124M,16500,Random,33,1.1691304445266724
124M,16500,Random,34,1.1783761978149414
124M,16500,Random,35,1.1738241910934448
124M,16500,Random,36,1.1569011211395264
124M,16500,Random,37,1.1750825643539429
124M,16500,Random,38,1.1486345529556274
124M,16500,Random,39,1.1768938302993774
124M,16500,Random,40,1.1738276481628418
124M,16500,Random,41,1.164339303970337
124M,16500,Random,42,1.1825995445251465
124M,16500,Random,43,1.172843098640442
124M,16500,Random,44,1.1784337759017944
124M,16500,Stat,Mean,1.0973068475723267
124M,16500,Stat,Std,0.44978585839271545
124M,16500,Stat,Max,2.612527370452881
124M,17000,Frequency,0,2.086609125137329
124M,17000,Frequency,1,2.0045368671417236
124M,17000,Frequency,2,1.9293757677078247
124M,17000,Frequency,3,1.8647176027297974
124M,17000,Frequency,4,1.7999236583709717
124M,17000,Frequency,5,1.744391918182373
124M,17000,Frequency,6,1.6901689767837524
124M,17000,Frequency,7,1.6375083923339844
124M,17000,Frequency,8,1.5875049829483032
124M,17000,Frequency,9,1.5375661849975586
124M,17000,Frequency,10,1.4981861114501953
124M,17000,Frequency,11,1.462886095046997
124M,17000,Frequency,12,1.4128108024597168
124M,17000,Frequency,13,1.377016305923462
124M,17000,Frequency,14,1.3310881853103638
124M,17000,Frequency,15,1.3162914514541626
124M,17000,Frequency,16,1.2846622467041016
124M,17000,Frequency,17,1.2521448135375977
124M,17000,Frequency,18,1.210157036781311
124M,17000,Frequency,19,1.202272653579712
124M,17000,Frequency,20,1.1701977252960205
124M,17000,Frequency,21,1.1328611373901367
124M,17000,Frequency,22,1.1307820081710815
124M,17000,Frequency,23,1.0952011346817017
124M,17000,Frequency,24,1.0678097009658813
124M,17000,Frequency,25,1.0493829250335693
124M,17000,Frequency,26,1.028292179107666
124M,17000,Frequency,27,1.0053985118865967
124M,17000,Frequency,28,0.9841184616088867
124M,17000,Frequency,29,0.9584305882453918
124M,17000,Frequency,30,0.939778745174408
124M,17000,Frequency,31,0.9058520793914795
124M,17000,Frequency,32,0.8911691308021545
124M,17000,Frequency,33,0.8533401489257812
124M,17000,Frequency,34,0.8249495029449463
124M,17000,Frequency,35,0.7947385311126709
124M,17000,Frequency,36,0.7651146054267883
124M,17000,Frequency,37,0.7260986566543579
124M,17000,Frequency,38,0.6940335035324097
124M,17000,Frequency,39,0.6542232036590576
124M,17000,Frequency,40,0.6237927675247192
124M,17000,Frequency,41,0.597367525100708
124M,17000,Frequency,42,0.5803285241127014
124M,17000,Frequency,43,0.5669981837272644
124M,17000,Frequency,44,0.5650249719619751
124M,17000,Random,0,1.1816269159317017
124M,17000,Random,1,1.194274663925171
124M,17000,Random,2,1.2082295417785645
124M,17000,Random,3,1.1950451135635376
124M,17000,Random,4,1.1855359077453613
124M,17000,Random,5,1.1862852573394775
124M,17000,Random,6,1.1648341417312622
124M,17000,Random,7,1.1684690713882446
124M,17000,Random,8,1.1829653978347778
124M,17000,Random,9,1.1630618572235107
124M,17000,Random,10,1.1665475368499756
124M,17000,Random,11,1.1827120780944824
124M,17000,Random,12,1.179439663887024
124M,17000,Random,13,1.185877799987793
124M,17000,Random,14,1.2000205516815186
124M,17000,Random,15,1.1471164226531982
124M,17000,Random,16,1.1897603273391724
124M,17000,Random,17,1.173891544342041
124M,17000,Random,18,1.205962896347046
124M,17000,Random,19,1.1693754196166992
124M,17000,Random,20,1.1931132078170776
124M,17000,Random,21,1.2015705108642578
124M,17000,Random,22,1.1630539894104004
124M,17000,Random,23,1.1993001699447632
124M,17000,Random,24,1.21452796459198
124M,17000,Random,25,1.1790063381195068
124M,17000,Random,26,1.1815105676651
124M,17000,Random,27,1.1900442838668823
124M,17000,Random,28,1.1892529726028442
124M,17000,Random,29,1.1858595609664917
124M,17000,Random,30,1.1781611442565918
124M,17000,Random,31,1.193924069404602
124M,17000,Random,32,1.1938273906707764
124M,17000,Random,33,1.1819194555282593
124M,17000,Random,34,1.1916627883911133
124M,17000,Random,35,1.187536597251892
124M,17000,Random,36,1.17044198513031
124M,17000,Random,37,1.1893230676651
124M,17000,Random,38,1.1617549657821655
124M,17000,Random,39,1.1903749704360962
124M,17000,Random,40,1.1874594688415527
124M,17000,Random,41,1.1775270700454712
124M,17000,Random,42,1.1963016986846924
124M,17000,Random,43,1.1858501434326172
124M,17000,Random,44,1.1904993057250977
124M,17000,Stat,Mean,1.109086513519287
124M,17000,Stat,Std,0.4582827091217041
124M,17000,Stat,Max,2.6381642818450928
124M,17500,Frequency,0,2.113463878631592
124M,17500,Frequency,1,2.030892848968506
124M,17500,Frequency,2,1.9561108350753784
124M,17500,Frequency,3,1.8888487815856934
124M,17500,Frequency,4,1.8231548070907593
124M,17500,Frequency,5,1.768985629081726
124M,17500,Frequency,6,1.712890386581421
124M,17500,Frequency,7,1.6594805717468262
124M,17500,Frequency,8,1.6080503463745117
124M,17500,Frequency,9,1.557554841041565
124M,17500,Frequency,10,1.5172358751296997
124M,17500,Frequency,11,1.4814519882202148
124M,17500,Frequency,12,1.4301857948303223
124M,17500,Frequency,13,1.3946698904037476
124M,17500,Frequency,14,1.3475911617279053
124M,17500,Frequency,15,1.3332202434539795
124M,17500,Frequency,16,1.3003969192504883
124M,17500,Frequency,17,1.2681975364685059
124M,17500,Frequency,18,1.2252435684204102
124M,17500,Frequency,19,1.2164303064346313
124M,17500,Frequency,20,1.1839141845703125
124M,17500,Frequency,21,1.146690845489502
124M,17500,Frequency,22,1.143888235092163
124M,17500,Frequency,23,1.107334852218628
124M,17500,Frequency,24,1.0800665616989136
124M,17500,Frequency,25,1.0608952045440674
124M,17500,Frequency,26,1.0393853187561035
124M,17500,Frequency,27,1.0159357786178589
124M,17500,Frequency,28,0.9950112104415894
124M,17500,Frequency,29,0.9681398272514343
124M,17500,Frequency,30,0.9493072032928467
124M,17500,Frequency,31,0.9151396751403809
124M,17500,Frequency,32,0.8996685147285461
124M,17500,Frequency,33,0.8612270355224609
124M,17500,Frequency,34,0.8326990008354187
124M,17500,Frequency,35,0.801224410533905
124M,17500,Frequency,36,0.771041989326477
124M,17500,Frequency,37,0.7310505509376526
124M,17500,Frequency,38,0.6982740759849548
124M,17500,Frequency,39,0.6570361852645874
124M,17500,Frequency,40,0.6260115504264832
124M,17500,Frequency,41,0.5990280508995056
124M,17500,Frequency,42,0.5811805129051208
124M,17500,Frequency,43,0.5675159692764282
124M,17500,Frequency,44,0.5655782222747803
124M,17500,Random,0,1.1949537992477417
124M,17500,Random,1,1.2080259323120117
124M,17500,Random,2,1.2214338779449463
124M,17500,Random,3,1.2087464332580566
124M,17500,Random,4,1.199047565460205
124M,17500,Random,5,1.1998037099838257
124M,17500,Random,6,1.1781141757965088
124M,17500,Random,7,1.1815649271011353
124M,17500,Random,8,1.1967577934265137
124M,17500,Random,9,1.1754858493804932
124M,17500,Random,10,1.1790730953216553
124M,17500,Random,11,1.196686863899231
124M,17500,Random,12,1.1927417516708374
124M,17500,Random,13,1.20000159740448
124M,17500,Random,14,1.2135522365570068
124M,17500,Random,15,1.159766435623169
124M,17500,Random,16,1.2038815021514893
124M,17500,Random,17,1.187098503112793
124M,17500,Random,18,1.2195312976837158
124M,17500,Random,19,1.1819125413894653
124M,17500,Random,20,1.206748366355896
124M,17500,Random,21,1.2152901887893677
124M,17500,Random,22,1.1758071184158325
124M,17500,Random,23,1.2137320041656494
124M,17500,Random,24,1.2288702726364136
124M,17500,Random,25,1.1913654804229736
124M,17500,Random,26,1.1947166919708252
124M,17500,Random,27,1.2037649154663086
124M,17500,Random,28,1.2022006511688232
124M,17500,Random,29,1.1998687982559204
124M,17500,Random,30,1.1913090944290161
124M,17500,Random,31,1.2071884870529175
124M,17500,Random,32,1.2076354026794434
124M,17500,Random,33,1.195438027381897
124M,17500,Random,34,1.2056490182876587
