Model,Step,Method,Bin_ID,Feature_Value
124M,19000,Frequency,27,1.0491887331008911
124M,19000,Frequency,28,1.0259021520614624
124M,19000,Frequency,29,0.9972628355026245
124M,19000,Frequency,30,0.9760198593139648
124M,19000,Frequency,31,0.9415585994720459
124M,19000,Frequency,32,0.9246236085891724
124M,19000,Frequency,33,0.882672905921936
124M,19000,Frequency,34,0.8541169762611389
124M,19000,Frequency,35,0.8207535147666931
124M,19000,Frequency,36,0.7878531217575073
124M,19000,Frequency,37,0.7452254891395569
124M,19000,Frequency,38,0.7111029624938965
124M,19000,Frequency,39,0.6661216616630554
124M,19000,Frequency,40,0.6324790716171265
124M,19000,Frequency,41,0.6035712361335754
124M,19000,Frequency,42,0.5838780403137207
124M,19000,Frequency,43,0.5690024495124817
124M,19000,Frequency,44,0.5666228532791138
124M,19000,Random,0,1.2279983758926392
124M,19000,Random,1,1.2635754346847534
124M,19000,Random,2,1.2540225982666016
124M,19000,Random,3,1.222611904144287
124M,19000,Random,4,1.2412511110305786
124M,19000,Random,5,1.216702938079834
124M,19000,Random,6,1.226683259010315
124M,19000,Random,7,1.2334485054016113
124M,19000,Random,8,1.254899024963379
124M,19000,Random,9,1.2469415664672852
124M,19000,Random,10,1.255165457725525
124M,19000,Random,11,1.2388036251068115
124M,19000,Random,12,1.2331180572509766
124M,19000,Random,13,1.2504701614379883
124M,19000,Random,14,1.2309796810150146
124M,19000,Random,15,1.24570631980896
124M,19000,Random,16,1.2222932577133179
124M,19000,Random,17,1.2379176616668701
124M,19000,Random,18,1.2278339862823486
124M,19000,Random,19,1.2308543920516968
124M,19000,Random,20,1.2250757217407227
124M,19000,Random,21,1.2125723361968994
124M,19000,Random,22,1.2139962911605835
124M,19000,Random,23,1.2301579713821411
124M,19000,Random,24,1.2254796028137207
124M,19000,Random,25,1.2224582433700562
124M,19000,Random,26,1.262893557548523
124M,19000,Random,27,1.2382453680038452
124M,19000,Random,28,1.251684308052063
124M,19000,Random,29,1.2611597776412964
124M,19000,Random,30,1.2230571508407593
124M,19000,Random,31,1.2501715421676636
124M,19000,Random,32,1.2332093715667725
124M,19000,Random,33,1.221380591392517
124M,19000,Random,34,1.2076436281204224
124M,19000,Random,35,1.2162185907363892
124M,19000,Random,36,1.255149006843567
124M,19000,Random,37,1.2491751909255981
124M,19000,Random,38,1.2367455959320068
124M,19000,Random,39,1.2453101873397827
124M,19000,Random,40,1.2377021312713623
124M,19000,Random,41,1.2793347835540771
124M,19000,Random,42,1.2374364137649536
124M,19000,Random,43,1.2457292079925537
124M,19000,Random,44,1.2074394226074219
124M,19500,Global,-1,282.9384460449219
124M,19500,Frequency,0,2.2154972553253174
124M,19500,Frequency,1,2.131129503250122
124M,19500,Frequency,2,2.056105852127075
124M,19500,Frequency,3,1.9860464334487915
124M,19500,Frequency,4,1.9165983200073242
124M,19500,Frequency,5,1.8604748249053955
124M,19500,Frequency,6,1.7993088960647583
124M,19500,Frequency,7,1.7420742511749268
124M,19500,Frequency,8,1.687925100326538
124M,19500,Frequency,9,1.6354526281356812
124M,19500,Frequency,10,1.593637466430664
124M,19500,Frequency,11,1.5543614625930786
124M,19500,Frequency,12,1.5004197359085083
124M,19500,Frequency,13,1.4619758129119873
124M,19500,Frequency,14,1.412819743156433
124M,19500,Frequency,15,1.3962740898132324
124M,19500,Frequency,16,1.3618764877319336
124M,19500,Frequency,17,1.3290022611618042
124M,19500,Frequency,18,1.2829668521881104
124M,19500,Frequency,19,1.2704814672470093
124M,19500,Frequency,20,1.2383794784545898
124M,19500,Frequency,21,1.1965041160583496
124M,19500,Frequency,22,1.1937991380691528
124M,19500,Frequency,23,1.1572133302688599
124M,19500,Frequency,24,1.126316785812378
124M,19500,Frequency,25,1.1057333946228027
124M,19500,Frequency,26,1.0831125974655151
124M,19500,Frequency,27,1.0593633651733398
124M,19500,Frequency,28,1.0357723236083984
124M,19500,Frequency,29,1.006683349609375
124M,19500,Frequency,30,0.9851351380348206
124M,19500,Frequency,31,0.9495974183082581
124M,19500,Frequency,32,0.932643711566925
124M,19500,Frequency,33,0.8901382088661194
124M,19500,Frequency,34,0.8604835867881775
124M,19500,Frequency,35,0.8275066018104553
124M,19500,Frequency,36,0.7938706278800964
124M,19500,Frequency,37,0.7496185898780823
124M,19500,Frequency,38,0.7150111198425293
124M,19500,Frequency,39,0.6687415838241577
124M,19500,Frequency,40,0.6342216730117798
124M,19500,Frequency,41,0.6049475073814392
124M,19500,Frequency,42,0.5848441123962402
124M,19500,Frequency,43,0.5693567991256714
124M,19500,Frequency,44,0.5668566823005676
124M,19500,Random,0,1.2401479482650757
124M,19500,Random,1,1.2763752937316895
124M,19500,Random,2,1.266937017440796
124M,19500,Random,3,1.2352875471115112
124M,19500,Random,4,1.2542297840118408
124M,19500,Random,5,1.2290853261947632
124M,19500,Random,6,1.2389625310897827
124M,19500,Random,7,1.246437907218933
124M,19500,Random,8,1.2677059173583984
124M,19500,Random,9,1.2592462301254272
124M,19500,Random,10,1.2676860094070435
124M,19500,Random,11,1.252244234085083
124M,19500,Random,12,1.245317816734314
124M,19500,Random,13,1.2635293006896973
124M,19500,Random,14,1.2438783645629883
124M,19500,Random,15,1.2585285902023315
124M,19500,Random,16,1.2344402074813843
124M,19500,Random,17,1.2502716779708862
124M,19500,Random,18,1.2400850057601929
124M,19500,Random,19,1.2431217432022095
124M,19500,Random,20,1.2377407550811768
124M,19500,Random,21,1.225158929824829
124M,19500,Random,22,1.2268476486206055
124M,19500,Random,23,1.24266517162323
124M,19500,Random,24,1.2383204698562622
124M,19500,Random,25,1.2355539798736572
124M,19500,Random,26,1.275515079498291
124M,19500,Random,27,1.2505983114242554
124M,19500,Random,28,1.2644635438919067
124M,19500,Random,29,1.2736716270446777
124M,19500,Random,30,1.2352805137634277
124M,19500,Random,31,1.2631471157073975
124M,19500,Random,32,1.2454521656036377
124M,19500,Random,33,1.2334798574447632
124M,19500,Random,34,1.2206041812896729
124M,19500,Random,35,1.2286111116409302
124M,19500,Random,36,1.26841139793396
124M,19500,Random,37,1.2620919942855835
124M,19500,Random,38,1.2499407529830933
124M,19500,Random,39,1.257812261581421
124M,19500,Random,40,1.250986933708191
124M,19500,Random,41,1.2922435998916626
124M,19500,Random,42,1.249962568283081
124M,19500,Random,43,1.2588285207748413
124M,19500,Random,44,1.2195320129394531
124M,20000,Global,-1,285.878662109375
124M,20000,Frequency,0,2.2398886680603027
124M,20000,Frequency,1,2.1556994915008545
124M,20000,Frequency,2,2.0799472332000732
124M,20000,Frequency,3,2.0099503993988037
124M,20000,Frequency,4,1.939652442932129
124M,20000,Frequency,5,1.8827126026153564
124M,20000,Frequency,6,1.8211238384246826
124M,20000,Frequency,7,1.7627036571502686
124M,20000,Frequency,8,1.707525610923767
124M,20000,Frequency,9,1.6542611122131348
124M,20000,Frequency,10,1.6120193004608154
124M,20000,Frequency,11,1.5720384120941162
124M,20000,Frequency,12,1.517515778541565
124M,20000,Frequency,13,1.4778032302856445
124M,20000,Frequency,14,1.428102731704712
124M,20000,Frequency,15,1.411824345588684
124M,20000,Frequency,16,1.376196265220642
124M,20000,Frequency,17,1.3440889120101929
124M,20000,Frequency,18,1.296854019165039
124M,20000,Frequency,19,1.284275770187378
124M,20000,Frequency,20,1.2512303590774536
124M,20000,Frequency,21,1.2084033489227295
124M,20000,Frequency,22,1.2062140703201294
124M,20000,Frequency,23,1.1689788103103638
124M,20000,Frequency,24,1.1378225088119507
124M,20000,Frequency,25,1.1163356304168701
124M,20000,Frequency,26,1.0933723449707031
124M,20000,Frequency,27,1.0696686506271362
124M,20000,Frequency,28,1.04567551612854
124M,20000,Frequency,29,1.0159072875976562
124M,20000,Frequency,30,0.9933350086212158
124M,20000,Frequency,31,0.9574649930000305
124M,20000,Frequency,32,0.9406065940856934
124M,20000,Frequency,33,0.8965758681297302
124M,20000,Frequency,34,0.8667811751365662
124M,20000,Frequency,35,0.8338193297386169
124M,20000,Frequency,36,0.799275279045105
124M,20000,Frequency,37,0.7546831369400024
124M,20000,Frequency,38,0.7194167375564575
124M,20000,Frequency,39,0.671524703502655
124M,20000,Frequency,40,0.6363459825515747
124M,20000,Frequency,41,0.6063298583030701
124M,20000,Frequency,42,0.585655152797699
124M,20000,Frequency,43,0.5697876811027527
124M,20000,Frequency,44,0.5670859813690186
124M,20000,Random,0,1.2526986598968506
124M,20000,Random,1,1.2890331745147705
124M,20000,Random,2,1.280127763748169
124M,20000,Random,3,1.2474615573883057
124M,20000,Random,4,1.2665917873382568
124M,20000,Random,5,1.2415506839752197
124M,20000,Random,6,1.2514514923095703
124M,20000,Random,7,1.2588564157485962
124M,20000,Random,8,1.2801042795181274
124M,20000,Random,9,1.2716325521469116
124M,20000,Random,10,1.2805957794189453
124M,20000,Random,11,1.2649842500686646
124M,20000,Random,12,1.2577203512191772
124M,20000,Random,13,1.2764251232147217
124M,20000,Random,14,1.2561991214752197
124M,20000,Random,15,1.2707785367965698
124M,20000,Random,16,1.2470481395721436
124M,20000,Random,17,1.2635507583618164
124M,20000,Random,18,1.252618432044983
124M,20000,Random,19,1.256007432937622
124M,20000,Random,20,1.249772310256958
124M,20000,Random,21,1.236641764640808
124M,20000,Random,22,1.238984227180481
124M,20000,Random,23,1.2555804252624512
124M,20000,Random,24,1.2504987716674805
124M,20000,Random,25,1.2475714683532715
124M,20000,Random,26,1.2886499166488647
124M,20000,Random,27,1.263671875
124M,20000,Random,28,1.277345895767212
124M,20000,Random,29,1.2863770723342896
124M,20000,Random,30,1.2470675706863403
124M,20000,Random,31,1.27623450756073
124M,20000,Random,32,1.2581907510757446
124M,20000,Random,33,1.2461003065109253
124M,20000,Random,34,1.2322254180908203
124M,20000,Random,35,1.240599513053894
124M,20000,Random,36,1.281274437904358
124M,20000,Random,37,1.2751363515853882
124M,20000,Random,38,1.2629610300064087
124M,20000,Random,39,1.2705804109573364
124M,20000,Random,40,1.2639390230178833
124M,20000,Random,41,1.3053061962127686
124M,20000,Random,42,1.262237310409546
124M,20000,Random,43,1.2713794708251953
124M,20000,Random,44,1.2322709560394287
124M,20500,Global,-1,288.80224609375
124M,20500,Frequency,0,2.263500452041626
124M,20500,Frequency,1,2.1802945137023926
124M,20500,Frequency,2,2.103292226791382
124M,20500,Frequency,3,2.0336532592773438
124M,20500,Frequency,4,1.9626057147979736
124M,20500,Frequency,5,1.904059648513794
124M,20500,Frequency,6,1.8414362668991089
124M,20500,Frequency,7,1.7824068069458008
124M,20500,Frequency,8,1.7268075942993164
124M,20500,Frequency,9,1.6732343435287476
124M,20500,Frequency,10,1.6299331188201904
124M,20500,Frequency,11,1.5902223587036133
124M,20500,Frequency,12,1.534122347831726
124M,20500,Frequency,13,1.493621587753296
124M,20500,Frequency,14,1.4438389539718628
124M,20500,Frequency,15,1.4270851612091064
124M,20500,Frequency,16,1.3903759717941284
124M,20500,Frequency,17,1.358591079711914
124M,20500,Frequency,18,1.310972809791565
124M,20500,Frequency,19,1.2984906435012817
124M,20500,Frequency,20,1.2640461921691895
124M,20500,Frequency,21,1.2205883264541626
124M,20500,Frequency,22,1.2185765504837036
124M,20500,Frequency,23,1.1799811124801636
124M,20500,Frequency,24,1.1490832567214966
124M,20500,Frequency,25,1.1271789073944092
124M,20500,Frequency,26,1.104191541671753
124M,20500,Frequency,27,1.0798015594482422
124M,20500,Frequency,28,1.055425763130188
124M,20500,Frequency,29,1.0257798433303833
124M,20500,Frequency,30,1.002095341682434
124M,20500,Frequency,31,0.9659173488616943
124M,20500,Frequency,32,0.9487818479537964
124M,20500,Frequency,33,0.9036585688591003
124M,20500,Frequency,34,0.8735597133636475
124M,20500,Frequency,35,0.8398299813270569
124M,20500,Frequency,36,0.8047140836715698
124M,20500,Frequency,37,0.7597454190254211
124M,20500,Frequency,38,0.7232157588005066
124M,20500,Frequency,39,0.6744729280471802
124M,20500,Frequency,40,0.6381734013557434
124M,20500,Frequency,41,0.6076992750167847
124M,20500,Frequency,42,0.5862861275672913
124M,20500,Frequency,43,0.570159375667572
124M,20500,Frequency,44,0.5673409104347229
124M,20500,Random,0,1.2649481296539307
124M,20500,Random,1,1.3023796081542969
124M,20500,Random,2,1.293174147605896
124M,20500,Random,3,1.2589796781539917
124M,20500,Random,4,1.2792469263076782
124M,20500,Random,5,1.2537882328033447
124M,20500,Random,6,1.2632745504379272
124M,20500,Random,7,1.2711756229400635
124M,20500,Random,8,1.2919113636016846
124M,20500,Random,9,1.2849160432815552
124M,20500,Random,10,1.292526364326477
124M,20500,Random,11,1.2764556407928467
124M,20500,Random,12,1.2697662115097046
124M,20500,Random,13,1.288671612739563
124M,20500,Random,14,1.268822431564331
124M,20500,Random,15,1.2837316989898682
124M,20500,Random,16,1.2593202590942383
124M,20500,Random,17,1.2761796712875366
124M,20500,Random,18,1.2652645111083984
124M,20500,Random,19,1.2687315940856934
124M,20500,Random,20,1.2617857456207275
124M,20500,Random,21,1.248538851737976
124M,20500,Random,22,1.2506815195083618
124M,20500,Random,23,1.2687095403671265
124M,20500,Random,24,1.2631930112838745
124M,20500,Random,25,1.2597811222076416
124M,20500,Random,26,1.3016704320907593
124M,20500,Random,27,1.2760018110275269
124M,20500,Random,28,1.289830207824707
124M,20500,Random,29,1.299502968788147
124M,20500,Random,30,1.2586402893066406
124M,20500,Random,31,1.289135456085205
124M,20500,Random,32,1.2712737321853638
124M,20500,Random,33,1.2587417364120483
124M,20500,Random,34,1.2432631254196167
124M,20500,Random,35,1.2521930932998657
124M,20500,Random,36,1.2942602634429932
124M,20500,Random,37,1.2880027294158936
124M,20500,Random,38,1.2763581275939941
124M,20500,Random,39,1.2831717729568481
124M,20500,Random,40,1.2758334875106812
124M,20500,Random,41,1.319144368171692
124M,20500,Random,42,1.2751144170761108
124M,20500,Random,43,1.2849403619766235
124M,20500,Random,44,1.2439429759979248
124M,21000,Global,-1,291.7057800292969
124M,21000,Frequency,0,2.2878639698028564
124M,21000,Frequency,1,2.2039008140563965
124M,21000,Frequency,2,2.126464366912842
124M,21000,Frequency,3,2.0565009117126465
124M,21000,Frequency,4,1.984692096710205
124M,21000,Frequency,5,1.9259155988693237
124M,21000,Frequency,6,1.8622146844863892
124M,21000,Frequency,7,1.802510380744934
124M,21000,Frequency,8,1.7462661266326904
124M,21000,Frequency,9,1.6917847394943237
124M,21000,Frequency,10,1.6480913162231445
124M,21000,Frequency,11,1.607519507408142
124M,21000,Frequency,12,1.5514594316482544
124M,21000,Frequency,13,1.5100123882293701
124M,21000,Frequency,14,1.4589816331863403
124M,21000,Frequency,15,1.4423730373382568
124M,21000,Frequency,16,1.4043418169021606
124M,21000,Frequency,17,1.3727787733078003
124M,21000,Frequency,18,1.3245991468429565
124M,21000,Frequency,19,1.3128583431243896
124M,21000,Frequency,20,1.2773871421813965
124M,21000,Frequency,21,1.2327879667282104
124M,21000,Frequency,22,1.2303524017333984
124M,21000,Frequency,23,1.191252589225769
124M,21000,Frequency,24,1.160705804824829
124M,21000,Frequency,25,1.1378483772277832
124M,21000,Frequency,26,1.1141350269317627
124M,21000,Frequency,27,1.0892869234085083
124M,21000,Frequency,28,1.0652917623519897
124M,21000,Frequency,29,1.035345435142517
124M,21000,Frequency,30,1.0110502243041992
124M,21000,Frequency,31,0.9744865894317627
124M,21000,Frequency,32,0.9555178880691528
124M,21000,Frequency,33,0.9109655022621155
124M,21000,Frequency,34,0.8804168701171875
124M,21000,Frequency,35,0.8453518152236938
124M,21000,Frequency,36,0.8100380301475525
124M,21000,Frequency,37,0.7648168206214905
124M,21000,Frequency,38,0.7269600629806519
124M,21000,Frequency,39,0.6773063540458679
124M,21000,Frequency,40,0.6401511430740356
124M,21000,Frequency,41,0.6093658208847046
124M,21000,Frequency,42,0.5870271325111389
124M,21000,Frequency,43,0.5705147981643677
124M,21000,Frequency,44,0.5674601197242737
124M,21000,Random,0,1.2772939205169678
124M,21000,Random,1,1.315304160118103
124M,21000,Random,2,1.3056918382644653
124M,21000,Random,3,1.2711800336837769
124M,21000,Random,4,1.2915798425674438
124M,21000,Random,5,1.2658016681671143
124M,21000,Random,6,1.2755703926086426
124M,21000,Random,7,1.2842756509780884
124M,21000,Random,8,1.3042534589767456
124M,21000,Random,9,1.297515869140625
124M,21000,Random,10,1.3054715394973755
124M,21000,Random,11,1.2893813848495483
124M,21000,Random,12,1.2817986011505127
124M,21000,Random,13,1.3009968996047974
124M,21000,Random,14,1.2815994024276733
124M,21000,Random,15,1.2967580556869507
124M,21000,Random,16,1.2718310356140137
124M,21000,Random,17,1.2887974977493286
124M,21000,Random,18,1.2774410247802734
124M,21000,Random,19,1.2805062532424927
124M,21000,Random,20,1.2740092277526855
124M,21000,Random,21,1.260222315788269
124M,21000,Random,22,1.2626984119415283
124M,21000,Random,23,1.2808804512023926
124M,21000,Random,24,1.2753632068634033
124M,21000,Random,25,1.272144079208374
124M,21000,Random,26,1.3143893480300903
124M,21000,Random,27,1.2879291772842407
124M,21000,Random,28,1.3031349182128906
124M,21000,Random,29,1.3121159076690674
124M,21000,Random,30,1.270579218864441
124M,21000,Random,31,1.3010658025741577
124M,21000,Random,32,1.2833349704742432
124M,21000,Random,33,1.2711061239242554
124M,21000,Random,34,1.2548377513885498
124M,21000,Random,35,1.263954997062683
124M,21000,Random,36,1.3075075149536133
124M,21000,Random,37,1.3006972074508667
124M,21000,Random,38,1.2885388135910034
124M,21000,Random,39,1.2957065105438232
124M,21000,Random,40,1.2879750728607178
124M,21000,Random,41,1.3315361738204956
124M,21000,Random,42,1.2878268957138062
124M,21000,Random,43,1.2972996234893799
124M,21000,Random,44,1.2565701007843018
124M,21500,Global,-1,294.6365661621094
124M,21500,Frequency,0,2.3120734691619873
124M,21500,Frequency,1,2.2276558876037598
124M,21500,Frequency,2,2.150212049484253
124M,21500,Frequency,3,2.078442096710205
124M,21500,Frequency,4,2.0074703693389893
124M,21500,Frequency,5,1.947368860244751
124M,21500,Frequency,6,1.8827509880065918
124M,21500,Frequency,7,1.822950005531311
124M,21500,Frequency,8,1.7654602527618408
124M,21500,Frequency,9,1.71012282371521
124M,21500,Frequency,10,1.6658124923706055
124M,21500,Frequency,11,1.6248762607574463
124M,21500,Frequency,12,1.568119764328003
124M,21500,Frequency,13,1.5270116329193115
124M,21500,Frequency,14,1.474440097808838
124M,21500,Frequency,15,1.4577158689498901
124M,21500,Frequency,16,1.4192492961883545
124M,21500,Frequency,17,1.387346625328064
124M,21500,Frequency,18,1.3382084369659424
124M,21500,Frequency,19,1.326253890991211
124M,21500,Frequency,20,1.2907929420471191
124M,21500,Frequency,21,1.2451668977737427
124M,21500,Frequency,22,1.242775321006775
124M,21500,Frequency,23,1.2033270597457886
124M,21500,Frequency,24,1.1723061800003052
124M,21500,Frequency,25,1.1486802101135254
124M,21500,Frequency,26,1.1252505779266357
124M,21500,Frequency,27,1.099283218383789
124M,21500,Frequency,28,1.0751619338989258
124M,21500,Frequency,29,1.0447899103164673
124M,21500,Frequency,30,1.0200839042663574
124M,21500,Frequency,31,0.9828644394874573
124M,21500,Frequency,32,0.963658332824707
124M,21500,Frequency,33,0.918533444404602
124M,21500,Frequency,34,0.8871002197265625
124M,21500,Frequency,35,0.8517287969589233
124M,21500,Frequency,36,0.8155929446220398
124M,21500,Frequency,37,0.7689732909202576
124M,21500,Frequency,38,0.7309792041778564
124M,21500,Frequency,39,0.6805892586708069
124M,21500,Frequency,40,0.642285943031311
124M,21500,Frequency,41,0.6104053258895874
124M,21500,Frequency,42,0.5878568887710571
124M,21500,Frequency,43,0.5708027482032776
124M,21500,Frequency,44,0.567701518535614
124M,21500,Random,0,1.2895783185958862
124M,21500,Random,1,1.3280048370361328
124M,21500,Random,2,1.3184380531311035
124M,21500,Random,3,1.2840017080307007
124M,21500,Random,4,1.3038866519927979
124M,21500,Random,5,1.2781533002853394
124M,21500,Random,6,1.2876441478729248
124M,21500,Random,7,1.2970879077911377
124M,21500,Random,8,1.3163388967514038
124M,21500,Random,9,1.3095786571502686
124M,21500,Random,10,1.3182426691055298
124M,21500,Random,11,1.302435040473938
124M,21500,Random,12,1.2937560081481934
124M,21500,Random,13,1.3138723373413086
124M,21500,Random,14,1.2944200038909912
124M,21500,Random,15,1.3091882467269897
124M,21500,Random,16,1.2845438718795776
124M,21500,Random,17,1.3014997243881226
124M,21500,Random,18,1.2893187999725342
124M,21500,Random,19,1.2933658361434937
124M,21500,Random,20,1.286470651626587
124M,21500,Random,21,1.2725285291671753
124M,21500,Random,22,1.274916172027588
124M,21500,Random,23,1.2936099767684937
124M,21500,Random,24,1.2874363660812378
124M,21500,Random,25,1.2839499711990356
124M,21500,Random,26,1.3270289897918701
124M,21500,Random,27,1.3004132509231567
124M,21500,Random,28,1.3154019117355347
124M,21500,Random,29,1.3252726793289185
124M,21500,Random,30,1.282977819442749
124M,21500,Random,31,1.314242959022522
124M,21500,Random,32,1.2950750589370728
124M,21500,Random,33,1.2832701206207275
124M,21500,Random,34,1.267055869102478
124M,21500,Random,35,1.2761414051055908
124M,21500,Random,36,1.3206483125686646
124M,21500,Random,37,1.3136744499206543
124M,21500,Random,38,1.3008326292037964
124M,21500,Random,39,1.3084001541137695
124M,21500,Random,40,1.3007254600524902
124M,21500,Random,41,1.3447272777557373
124M,21500,Random,42,1.3004506826400757
124M,21500,Random,43,1.309281349182129
124M,21500,Random,44,1.269078254699707
124M,22000,Global,-1,297.50946044921875
124M,22000,Frequency,0,2.3361570835113525
124M,22000,Frequency,1,2.251779079437256
124M,22000,Frequency,2,2.1730613708496094
124M,22000,Frequency,3,2.1007187366485596
124M,22000,Frequency,4,2.028801918029785
124M,22000,Frequency,5,1.9670010805130005
124M,22000,Frequency,6,1.9031206369400024
124M,22000,Frequency,7,1.8428574800491333
124M,22000,Frequency,8,1.784112811088562
124M,22000,Frequency,9,1.72858464717865
124M,22000,Frequency,10,1.68297278881073
124M,22000,Frequency,11,1.641353726387024
124M,22000,Frequency,12,1.5850260257720947
124M,22000,Frequency,13,1.5429037809371948
124M,22000,Frequency,14,1.4891839027404785
124M,22000,Frequency,15,1.4724775552749634
124M,22000,Frequency,16,1.4334567785263062
124M,22000,Frequency,17,1.401621699333191
124M,22000,Frequency,18,1.3517959117889404
124M,22000,Frequency,19,1.3400825262069702
124M,22000,Frequency,20,1.3033596277236938
124M,22000,Frequency,21,1.2574104070663452
124M,22000,Frequency,22,1.2547407150268555
124M,22000,Frequency,23,1.2145700454711914
124M,22000,Frequency,24,1.1841155290603638
124M,22000,Frequency,25,1.1599657535552979
124M,22000,Frequency,26,1.1358674764633179
124M,22000,Frequency,27,1.1087027788162231
124M,22000,Frequency,28,1.0852248668670654
124M,22000,Frequency,29,1.0547211170196533
124M,22000,Frequency,30,1.0292065143585205
124M,22000,Frequency,31,0.9907751679420471
124M,22000,Frequency,32,0.9719703197479248
124M,22000,Frequency,33,0.9261219501495361
124M,22000,Frequency,34,0.8944684863090515
124M,22000,Frequency,35,0.8580266833305359
124M,22000,Frequency,36,0.821456789970398
124M,22000,Frequency,37,0.7735022902488708
124M,22000,Frequency,38,0.7348920702934265
124M,22000,Frequency,39,0.6839791536331177
124M,22000,Frequency,40,0.6443628668785095
124M,22000,Frequency,41,0.6116014719009399
124M,22000,Frequency,42,0.5886974334716797
124M,22000,Frequency,43,0.5713481903076172
124M,22000,Frequency,44,0.5679112672805786
124M,22000,Random,0,1.3017021417617798
124M,22000,Random,1,1.3400686979293823
124M,22000,Random,2,1.33070707321167
124M,22000,Random,3,1.2961965799331665
124M,22000,Random,4,1.316104769706726
124M,22000,Random,5,1.2896432876586914
124M,22000,Random,6,1.2998270988464355
124M,22000,Random,7,1.3094476461410522
124M,22000,Random,8,1.3284714221954346
124M,22000,Random,9,1.3224624395370483
124M,22000,Random,10,1.3309599161148071
124M,22000,Random,11,1.3148212432861328
124M,22000,Random,12,1.3067049980163574
124M,22000,Random,13,1.326267957687378
124M,22000,Random,14,1.3074226379394531
124M,22000,Random,15,1.321437120437622
124M,22000,Random,16,1.2964773178100586
124M,22000,Random,17,1.3132338523864746
124M,22000,Random,18,1.3012429475784302
124M,22000,Random,19,1.3053700923919678
124M,22000,Random,20,1.2981232404708862
124M,22000,Random,21,1.2843825817108154
124M,22000,Random,22,1.286280632019043
124M,22000,Random,23,1.3058537244796753
124M,22000,Random,24,1.3001397848129272
124M,22000,Random,25,1.296045184135437
124M,22000,Random,26,1.3395041227340698
124M,22000,Random,27,1.3130028247833252
124M,22000,Random,28,1.3277873992919922
124M,22000,Random,29,1.338206171989441
124M,22000,Random,30,1.2940075397491455
124M,22000,Random,31,1.3264362812042236
124M,22000,Random,32,1.307652235031128
124M,22000,Random,33,1.2952032089233398
124M,22000,Random,34,1.2784165143966675
124M,22000,Random,35,1.2891699075698853
124M,22000,Random,36,1.334259033203125
124M,22000,Random,37,1.3259108066558838
124M,22000,Random,38,1.3133922815322876
124M,22000,Random,39,1.321239948272705
124M,22000,Random,40,1.3129186630249023
124M,22000,Random,41,1.3576581478118896
124M,22000,Random,42,1.3130409717559814
124M,22000,Random,43,1.3214091062545776
124M,22000,Random,44,1.2809478044509888
124M,22500,Global,-1,300.338623046875
124M,22500,Frequency,0,2.358938455581665
124M,22500,Frequency,1,2.2745487689971924
124M,22500,Frequency,2,2.1960482597351074
124M,22500,Frequency,3,2.122866153717041
124M,22500,Frequency,4,2.050551176071167
124M,22500,Frequency,5,1.988589882850647
124M,22500,Frequency,6,1.923265814781189
124M,22500,Frequency,7,1.861456036567688
124M,22500,Frequency,8,1.8020375967025757
124M,22500,Frequency,9,1.7466551065444946
124M,22500,Frequency,10,1.7007017135620117
124M,22500,Frequency,11,1.6575896739959717
124M,22500,Frequency,12,1.6008636951446533
124M,22500,Frequency,13,1.5594903230667114
124M,22500,Frequency,14,1.5037873983383179
124M,22500,Frequency,15,1.488466501235962
124M,22500,Frequency,16,1.4477596282958984
124M,22500,Frequency,17,1.4148722887039185
124M,22500,Frequency,18,1.3645856380462646
124M,22500,Frequency,19,1.3536444902420044
124M,22500,Frequency,20,1.3161327838897705
124M,22500,Frequency,21,1.26925790309906
124M,22500,Frequency,22,1.2661281824111938
124M,22500,Frequency,23,1.2257966995239258
124M,22500,Frequency,24,1.1947424411773682
124M,22500,Frequency,25,1.1702511310577393
124M,22500,Frequency,26,1.146043300628662
124M,22500,Frequency,27,1.118921160697937
124M,22500,Frequency,28,1.0945711135864258
124M,22500,Frequency,29,1.0634783506393433
124M,22500,Frequency,30,1.0378047227859497
124M,22500,Frequency,31,0.9988397359848022
124M,22500,Frequency,32,0.9795528054237366
124M,22500,Frequency,33,0.9336238503456116
124M,22500,Frequency,34,0.9011358618736267
124M,22500,Frequency,35,0.8641148805618286
124M,22500,Frequency,36,0.8270413875579834
124M,22500,Frequency,37,0.7776731252670288
124M,22500,Frequency,38,0.7391231656074524
124M,22500,Frequency,39,0.6868095993995667
124M,22500,Frequency,40,0.6465750932693481
124M,22500,Frequency,41,0.6128506064414978
124M,22500,Frequency,42,0.5895810723304749
124M,22500,Frequency,43,0.5718337297439575
124M,22500,Frequency,44,0.5682252645492554
124M,22500,Random,0,1.312769889831543
124M,22500,Random,1,1.3530296087265015
124M,22500,Random,2,1.343079924583435
124M,22500,Random,3,1.3080765008926392
124M,22500,Random,4,1.327901005744934
124M,22500,Random,5,1.3013737201690674
124M,22500,Random,6,1.3114992380142212
124M,22500,Random,7,1.3215810060501099
124M,22500,Random,8,1.3404011726379395
124M,22500,Random,9,1.3344169855117798
124M,22500,Random,10,1.3427009582519531
124M,22500,Random,11,1.3271945714950562
124M,22500,Random,12,1.3188190460205078
124M,22500,Random,13,1.3385422229766846
124M,22500,Random,14,1.3194284439086914
124M,22500,Random,15,1.3331401348114014
124M,22500,Random,16,1.3091894388198853
